OBJECTID,HUC12,Name,RarAqRankSW,RarAqSumSW,RarFish,RarAqAmph,RarAqRept,Shape__Area,Shape__Length
3926,181002040103,Indain Wash,1,0.075472,0,1,0,167898555.628906,96763.0689821536
3927,181001005302,181001005302,0,0,0,0,0,182777557.617188,74112.0627618434
3928,181001005301,181001005301,0,0,0,0,0,130495250.179688,55936.9940043237
3929,181001004006,Sand Draw,0,0,0,0,0,209849743.578125,108019.230976064
3930,181001004204,Town of Sablon,0,0,0,0,0,120729340.09375,71943.0375275031
3931,181001004002,181001004002,0,0,0,0,0,81237372.9492188,69257.5274026405
3932,181001003906,181001003906,0,0,0,0,0,61603971.2890625,36847.4909474709
3933,181001003907,Browns Wash,0,0,0,0,0,103332799.664062,65701.2424915091
3934,181001003803,181001003803-Homer Wash,0,0,0,0,0,254998388.953125,112992.635234306
3935,150301020306,Crestview Wash,0,0,0,0,0,134942184.28125,66866.6462675139
3936,150301020111,150301020111,0,0,0,0,0,82363744.484375,60467.6918217963
3937,150301070104,Reservation Main Drain,3,0.283019,1,1,1,147113781.742188,75535.6968414133
3938,150301041202,Julian Wash,0,0,0,0,0,81191752.6015625,50592.3593920803
3939,150301041203,Turnaround Wash-Colorado River,3,0.207547,1,2,0,96664948.6054688,53180.4929450808
3940,150301040705,Petes Wash-Colorado River,0,0,0,0,0,27724946.6640625,38429.2774186215
3941,150301040609,Town of Ehrenberg-Colorado River,1,0.056604,1,0,0,57359767.7109375,77136.1241643809
3942,150301040504,150301040504,0,0,0,0,0,63534763.78125,49376.5135185651
3943,181001004302,Horn Peak,0,0,0,0,0,190795857.882812,97552.7088148608
3944,150301040306,Lost Lake-Colorado River,1,0.056604,1,0,0,140722521.972656,72001.5548520243
3945,150301010505,Mohawk Spring-Chemhuevi Wash,0,0,0,0,0,152943990.261719,75862.3081348262
3946,150301010504,Snaggletooth Mountain,0,0,0,0,0,109039512.730469,57014.5594072504
3947,150301010707,El Dorado Wash-Colorado River,1,0.113208,2,0,0,122939896.625,96527.5017860317
3948,150301010702,Mohave Wash-Colorado River,2,0.169811,3,0,0,130987636.816406,60397.0453057917
3949,150301041311,Colorado River-Imperial Reservoir,1,0.056604,1,0,0,36159727.3398438,49783.1685349112
3950,150301040206,Town of Vidal,0,0,0,0,0,81106517.2070312,72480.4250629756
3951,150301040304,Arch Creek-Colorado River,1,0.056604,1,0,0,258102049.875,134095.703225364
3952,180101020503,Luffenholtz Creek-Frontal Pacific Ocean,5,0.90566,8,4,1,286988684.144531,247517.175951677
3953,180201630302,Tule Canal-Toe Drain,5,0.603774,4,1,2,594931595.457031,214042.167763437
3954,180201630606,Toe Drain-Cache Slough,5,0.641509,6,0,2,1077966744.71484,307132.925935152
3955,180600140202,Santa Cruz Island-Frontal Pacific Ocean,0,0,0,0,0,203261349.542969,183965.667671554
3956,181002040702,Headwaters Alamo River,0,0,0,0,0,473121.8125,10398.5275574064
3957,180101070102,Lower Bear River,2,0.188679,2,1,0,151425674.875,63603.2467731237
3958,180101010502,Tryon Creek-Frontal Pacific Ocean,5,0.679245,4,4,1,55691307.53125,91060.2160198109
3959,180101060304,Standley Creek-South Fork Eel River,3,0.245283,3,1,0,130856322.71875,56965.348535123
3960,180101070201,Bear Creek,5,0.528302,4,4,0,95746733.6484375,76238.7357075117
3961,180101070203,Upper Mattole River,5,0.603774,4,3,1,126297723.054688,54239.7711662746
3962,180101020102,Minor Creek-Redwood Creek,5,0.584906,5,4,0,161952333.324219,58030.5832630983
3963,180101020501,Maple Creek,5,0.584906,5,4,0,211440735.144531,68895.9341176219
3964,180102091102,Hunter Creek,5,0.735849,5,4,1,136062456.851562,66610.7406485773
3965,180101010303,Jones Creek,5,0.45283,4,3,0,114560223.992188,54457.3766340699
3966,180101080801,Albion River,5,0.54717,3,5,0,184546898.355469,86546.9241270958
3967,180101080405,North Branch North Fork Navarro River,4,0.320755,3,2,0,122898028.835938,62728.9471775911
3968,180101080302,Upper Big River,4,0.339623,2,3,0,142236600.460938,63847.4660269297
3969,180101080101,North Fork Ten Mile River,5,0.54717,3,5,0,170188001.40625,81611.3832916335
3970,180101080103,Middle Fork Ten Mile River-Ten Mile River,5,0.679245,4,4,1,182724629.636719,87222.3360688694
3971,180101060201,Upper East Branch South Fork Eel River,1,0.113208,2,0,0,159006544.300781,69405.7391365903
3972,180101060102,Lower Tenmile Creek,5,0.471698,3,2,1,121199392.292969,55075.9174382734
3973,180102090805,Slate Creek-Klamath River,5,0.54717,3,3,1,206121804.949219,92420.094020514
3974,171003110302,Dunn Creek,3,0.264151,2,2,0,107021633.03125,45369.6296735164
3975,180102090403,Lower Clear Creek,5,0.415094,6,1,0,158825240.605469,63357.5144241803
3976,180101090101,Marshall Creek,2,0.132075,1,1,0,84028254.171875,46609.5425094645
3977,180101080403,Anderson Creek,5,0.415094,2,2,1,197523097.230469,82811.422437815
3978,180101100501,Galloway Creek,0,0,0,0,0,68416212.9882812,42731.1859217844
3979,180101030301,Upper Tomki Creek,2,0.169811,3,0,0,141318129.898438,62663.2948710666
3980,180101030505,Indian Creek-Eel River,2,0.169811,3,0,0,171224020.621094,62363.5971008916
3981,180101030504,Twin Bridges Creek-Eel River,3,0.245283,3,1,0,181402499.320312,68460.2149908898
3982,180101020201,Lost Creek-Mad River,3,0.226415,0,1,1,201159462.964844,67875.1046292653
3983,180102120406,Sulphur Glade Creek-South Fork Trinity River,5,0.660377,5,3,1,159362884.023438,67058.3500525146
3984,180102120501,Eltapom Creek,4,0.320755,3,2,0,88517902.4414062,50846.1396668749
3985,180102111001,Virgin Creek,4,0.301887,4,1,0,171889223.917969,74912.5329949904
3986,180102090602,Independence Creek,4,0.396226,3,3,0,83465244.2382812,44863.3185043878
3987,180102100301,North Fork Wooley Creek,3,0.245283,3,1,0,101789457.078125,49697.2161949538
3988,180102100202,Grant Creek-North Fork Salmon River,3,0.245283,3,1,0,84653388.9960938,46775.6618178589
3989,180102100206,Little North Fork Salmon River,3,0.264151,2,2,0,149876763.257812,56840.2956040855
3990,180102090203,China Creek-Klamath River,3,0.245283,3,1,0,185036787.796875,58079.4421466839
3991,180101090203,Bodega Harbor-Frontal Pacific Ocean,4,0.301887,4,1,0,48273891.3710938,75580.2196824132
3992,180500050305,Bodega Bay,3,0.245283,3,1,0,19488408.1953125,59811.3904107289
3993,180500050203,Walker Creek,5,0.471698,3,2,1,125667317.644531,71967.5255344114
3994,180201160305,McGaugh Slough-Frontal Clear Lake,3,0.283019,1,1,1,101657214.21875,136558.811586031
3995,180201160104,Lower Scotts Creek,0,0,0,0,0,89959616.5390625,52506.2138940282
3996,180101040503,Thatcher Creek,1,0.113208,2,0,0,157874042.054688,58544.9895667798
3997,180101030204,Smokehouse Creek-Lake Pillsbury,3,0.226415,0,1,1,171967465.496094,66848.6500480118
3998,180101040105,Jumpoff Creek-Black Butte River,2,0.188679,2,1,0,204064142.945312,63140.3994577027
3999,180101040205,Beaver Creek,4,0.396226,3,1,1,77201140.015625,41703.9635274784
4000,180201560402,McClure Creek-Thomes Creek,1,0.075472,0,1,0,152391761.0625,56067.400230723
4001,180201520602,Upper Dry Creek,3,0.226415,0,1,1,109343274.8125,60745.5379713674
4002,180102110704,Indian Creek,4,0.396226,3,1,1,151638507.949219,70542.7816009208
4003,180102110802,Lower Canyon Creek,5,0.509434,5,1,1,160291688.039062,68446.201265736
4004,180102110401,Upper Stuart Fork,1,0.075472,0,1,0,226607945.546875,74855.8311505692
4005,180102100204,North Russian Creek,3,0.264151,2,2,0,83804822.7148438,44060.0210948378
4006,180102080401,Patterson Creek,1,0.113208,2,0,0,174391413.695312,61077.606332284
4007,180500020902,Larkspur Creek-Frontal San Francisco Bay Estuaries,3,0.264151,2,2,0,71268827.5664062,131396.3398825
4008,180201620301,Saint Helena Creek,4,0.301887,0,2,1,90797304.0546875,57191.3195732063
4009,180201620305,Bucksnort Creek,2,0.150943,0,0,1,112002721.03125,64577.6381478378
4010,180201160601,Copsey Creek,0,0,0,0,0,74430589.2460938,50641.6572913606
4011,180201160401,Bartlett Creek,1,0.075472,0,1,0,77417176.203125,47042.6419284725
4012,180201150204,Dry Creek-Stony Creek,5,0.45283,0,2,2,196757959.027344,69832.5867237609
4013,180201150101,Indian Creek,0,0,0,0,0,124090855.203125,65494.3473874456
4014,180201150405,Stony Gorge Dam-Stony Creek,0,0,0,0,0,71390160.2695312,66675.9515859595
4015,180201560405,Log Spring Creek-Thomes Creek,4,0.339623,2,1,1,160615500.726562,54712.6300230124
4016,180201560203,North Fork Elder Creek,1,0.056604,1,0,0,127328151.152344,78857.3738788958
4017,180201520502,Lower Cold Fork,1,0.113208,2,0,0,97034818.9921875,59232.9520002092
4018,180201520701,Long Gulch-South Fork Cottonwood Creek,4,0.339623,2,1,1,150092259.078125,92261.1912847402
4019,180201550303,Lower Red Bank Creek,3,0.245283,3,1,0,183691946.53125,112968.683298678
4020,180201520801,Dry Creek,3,0.207547,1,0,1,118279184.144531,68895.5589272602
4021,180201540104,French Gulch-Clear Creek,3,0.226415,0,1,1,149767362.148438,61248.3888124193
4022,180102080103,Lower East Fork Scott River,4,0.339623,2,3,0,146283524.214844,71747.6434860145
4023,180102060501,Camp Creek-Scotch Creek,3,0.207547,1,0,1,94723792.3632812,49390.1741044583
4024,180201620203,Lower Pope Creek,3,0.226415,0,1,1,135284211.78125,98470.78079946
4025,180201040703,Salt Creek,2,0.150943,0,0,1,199393039.039062,126596.706182315
4026,180201040801,Glenn Valley Slough,0,0,0,0,0,105234565.605469,52262.5786022312
4027,180201040704,Lower Freshwater Creek,2,0.150943,0,0,1,77524590.703125,86792.8824568779
4028,180201040203,Lower Walker Creek,0,0,0,0,0,141400019.332031,78861.6665244152
4029,180201150603,Black Butte Dam-Stony Creek,2,0.169811,3,0,0,80805808.8515625,111164.791169326
4030,180201550405,Sevenmile Creek-Sacramento River,5,0.45283,4,1,1,120023664.449219,122095.889618061
4031,180201540305,Clover Creek-Sacramento River,4,0.301887,4,1,0,177472864.863281,121991.489854742
4032,180200050306,Dog Creek,2,0.150943,0,2,0,87330428.8125,43605.7714549918
4033,180200050401,Middle Salt Creek,2,0.150943,0,0,1,78344938.1757812,40242.6962888219
4034,180200040502,Campbell Creek-McCloud River Arm,2,0.150943,0,0,1,152198510.773438,65869.4011600189
4035,180200031203,Lower Squaw Creek,3,0.226415,0,1,1,157885637.703125,66506.8028371692
4036,180102070101,Eddy Creek-Shasta River,1,0.075472,0,1,0,159182264.578125,60061.1939388597
4037,180102070102,Boles Creek-Shasta River,0,0,0,0,0,171164413.78125,75097.6056496135
4038,180102070301,Upper Little Shasta River,1,0.056604,1,0,0,220507910.011719,65935.6003057543
4039,180102060502,Fall Creek-Klamath River,2,0.169811,3,0,0,65511807.859375,48183.1822206903
4040,180600060106,Potrero Canyon-Carmel River,5,0.584906,1,3,2,124246265.382812,61151.4035444599
4041,180600150302,Aptos Creek,4,0.396226,3,3,0,99433155.1914062,49835.0217347315
4042,180500030405,Calabazas Creek-Frontal San Francisco Bay Estuaries,4,0.301887,0,2,1,162060480.167969,68605.915766463
4043,180500040803,San Leandro Creek,4,0.358491,1,2,1,188611756.914062,97021.1136484732
4044,180500040702,Plummer Creek-Frontal San Francisco Bay Estuaries,2,0.132075,1,1,0,153903024.914062,109556.420617084
4045,180201630502,Gibson Canyon Creek-Sweany Creek,2,0.150943,0,0,1,74268077.0351562,56442.8241275005
4046,180201620504,Putah Creek-South Fork Putah Creek,4,0.358491,1,0,2,76939121.2773438,98148.2031700429
4047,180201041007,Willow Spring Creek-Colusa Basin Drainage Canal,2,0.150943,0,0,1,93201313.7070312,46696.4130061929
4048,180201040900,Sycamore Slough,4,0.320755,3,0,1,578920371.660156,154358.670986358
4049,180201570404,Harbean Slough-Pine Creek,3,0.245283,3,1,0,234008766.40625,108094.687100846
4050,180201530106,Millseat Creek-North Fork Battle Creek,2,0.188679,2,1,0,135052701.851562,99317.1886499305
4051,180200040207,Angel Creek,1,0.056604,1,0,0,76428420.6210938,49223.2189813907
4052,180102050202,Antelope Creek,1,0.075472,0,1,0,286268938.550781,114984.560287891
4053,180102050304,Lough Lake,0,0,0,0,0,162994454.726562,61310.6822242042
4054,180600060102,Danish Creek-Carmel River,5,0.584906,1,3,2,182861963.519531,72461.229855989
4055,180600150102,Nativdad Creek-Gabilan Creek,5,0.433962,1,3,1,116143610.386719,63331.6216438724
4056,180500030301,Alamitos Creek,4,0.358491,1,2,1,157491160.027344,78124.8058113594
4057,180600020805,Lower Pajaro River,4,0.339623,2,1,1,211829408.058594,104212.164779206
4058,180500040403,Colorado Creek-Arroyo Valle,3,0.226415,0,1,1,137046117.320312,79746.7554843201
4059,180500040402,San Antonio Creek,4,0.301887,0,2,1,172684938.96875,76495.7096747554
4060,180500040405,Lake Del Valle-Arroyo Valle,4,0.301887,0,2,1,72947417.1328125,44741.9143768629
4061,180400030101,Upper Corral Hollow Creek,5,0.45283,0,4,1,134976462.421875,78716.4203920146
4062,180400030905,Jersey Island-Taylor Slough,5,0.471698,3,0,2,106620372.171875,83133.3943209454
4063,180201630703,Threemile Slough-Sacramento River,5,0.584906,5,0,2,403678090.992188,148372.113725503
4064,180201630604,Lindsey Slough,2,0.188679,2,1,0,165553795.605469,108503.157970233
4065,180201590502,Ellis Lake-Feather River,2,0.169811,3,0,0,149627501.757812,90804.6451218591
4066,180201590501,Jack Slough,3,0.264151,2,0,1,223274935.492188,78540.9092817288
4067,180201530105,Digger Creek,3,0.207547,1,0,1,187430700.199219,97026.8492231817
4068,180200030710,Lower Hat Creek Valley-Hat Creek,4,0.377358,4,0,1,238205064.28125,94128.8214834635
4069,180200031005,Nelson Creek,2,0.188679,2,1,0,142008866.585938,58519.449864276
4070,180200031001,Cayton Creek,4,0.320755,3,0,1,115986487.914062,53375.4989123813
4071,180102041301,Tamarack Flat,1,0.075472,0,1,0,76434835.7929688,38364.4230345652
4072,180600060407,Little Pico Creek-Frontal Pacific Ocean,5,0.566038,2,2,2,158616474.121094,140796.717873302
4073,180600060304,Willow Creek,3,0.283019,1,1,1,64424129.5820312,37279.3567892789
4074,180600051501,Lasher Canyon-Salinas River,1,0.056604,1,0,0,124727287.023438,52307.5688369193
4075,180600051311,Paraiso Springs-Arroyo Seco,3,0.207547,1,2,0,125896098.148438,64316.6586485605
4076,180600051506,Quial Creek,0,0,0,0,0,68776070.796875,57013.635370024
4077,180600020703,Paicines Reservoir-San Benito River,5,0.509434,1,4,1,214227001.9375,115620.712179479
4078,180600020801,Upper Pajaro River,4,0.358491,1,2,1,225187045.085938,110340.567059986
4079,180600020204,Cedar Creek,3,0.283019,1,1,1,81313920.5820312,45992.5436977413
4080,180600020202,Lower North Fork Pacheco Creek,5,0.433962,1,3,1,164318689.097656,62049.4824069445
4081,180400020301,Upper Del Puerto Creek,3,0.226415,0,1,1,150052811.746094,67654.6622493062
4082,180400030201,Lone Tree Creek,2,0.150943,0,2,0,86596115.1601562,67764.2547556566
4083,180400020503,Lower White Lake-San Joaquin River,3,0.226415,4,0,0,84043314.9648438,66047.6596882425
4084,180400030903,Venice Island-Little Connection Slough,5,0.528302,4,0,2,66016532.3554688,57573.8704084272
4085,180400510403,Walker Slough-French Camp Slough,1,0.056604,1,0,0,134713169.472656,111736.395350918
4086,180400121103,Hog Slough,5,0.584906,5,0,2,199306851.84375,73188.8726910989
4087,180400121104,Town of Lodi,4,0.358491,1,0,2,90774326.0585938,75761.7005084196
4088,180400130705,Lower Laguna,3,0.283019,1,1,1,204977085.019531,84526.6883332773
4089,180400130606,Town of Wilton-Cosumnes River,1,0.056604,1,0,0,108672429.089844,85656.4674986348
4090,180201590102,West Fork North Honcut Creek-North Honcut Creek,0,0,0,0,0,76697696.6210938,47626.8043709511
4091,180201210605,Grizzly Creek,3,0.226415,0,3,0,144597596.574219,70468.4387001289
4092,180201210502,Lower Yellow Creek,1,0.075472,0,1,0,167945408.921875,74452.5973109986
4093,180201210501,Upper Yellow Creek,1,0.075472,0,1,0,172605543.976562,80567.5657215118
4094,180200030709,Upper Hat Creek Valley-Hat Creek,0,0,0,0,0,148492986.800781,71424.390774541
4095,180200021304,Hole In Rock,0,0,0,0,0,153092739.910156,68649.2140146661
4096,180102041105,Town of Tionesta,0,0,0,0,0,138977158.691406,78248.4481987731
4097,180102041106,Dry Lake,0,0,0,0,0,284085111.535156,128789.479554946
4098,180102041001,The Panhandle,1,0.113208,2,0,0,351579163.324219,113980.584044751
4099,180600060504,Islay Creek-Frontal Pacific Ocean,2,0.188679,2,1,0,159442374.121094,111502.948224394
4100,180600050607,Town Spring,0,0,0,0,0,70069869.5351562,43348.9978994749
4101,180600051201,Bear Valley,5,0.45283,0,4,1,99219540.4335938,66151.6051386636
4102,180600020506,Sulphur Creek-San Benito River,5,0.584906,1,3,2,151842784.722656,68739.2467313389
4103,180400010601,Upper South Fork Los Banos Creek,0,0,0,0,0,191540791.277344,74586.5228930212
4104,180400140202,Las Aguilas Creek,1,0.075472,0,1,0,98074873.4375,46575.8828298974
4105,180400011202,San Luis Reservoir-San Luis Creek,4,0.301887,0,2,1,219671422.980469,86356.1591192888
4106,180400011905,Mustang Creek-Los Banos Creek,5,0.45283,0,2,2,214617503.769531,118250.580227388
4107,180400020205,Pear Slough-San Joaquin River,4,0.377358,4,0,1,704189365.011719,201485.24884067
4108,180400020403,Lake Ramona-San Joaquin River,2,0.169811,3,0,0,525914934.609375,177801.240285311
4109,180400100704,Miller Lake,1,0.056604,1,0,0,226890151.527344,103671.274390931
4110,180400120703,Lower Jackson Creek,3,0.283019,1,1,1,121595525.453125,58258.5625657134
4111,180400130605,Arkansas Creek-Cosumnes River,3,0.283019,1,1,1,148217085.1875,77119.9348159368
4112,180400130603,Little Indian Creek,1,0.075472,0,1,0,67555816.9296875,63934.1695104323
4113,180201610201,Orr Creek,0,0,0,0,0,107310715.792969,52034.9523274144
4114,180201260202,Rattlesnake Creek-Wolf Creek,2,0.150943,0,0,1,193306499.332031,111020.571630122
4115,180201251001,Dobbins Creek-Yuba River,2,0.150943,0,2,0,141784823.382812,67484.8009186753
4116,180201250405,Little Oregon Creek-North Yuba River,4,0.301887,0,2,1,77058861.7851562,45877.5994073823
4117,180201250403,Willow Creek,3,0.226415,0,1,1,96735662.5234375,50152.0290602276
4118,180201230601,Little Grass Valley Reservoir-South Fork Feather River,4,0.358491,1,4,0,112655650.507812,54304.8808064314
4119,180201220805,Tollgate Creek-Spanish Creek,3,0.226415,0,1,1,157810503.320312,66288.7946123476
4120,180201210406,Lake Almanor,3,0.207547,1,2,0,190411567.117188,110257.554462077
4121,180201210203,Robbers Creek,0,0,0,0,0,214776048.195312,102547.548465455
4122,180800030201,Harvey Valley,0,0,0,0,0,162009778.773438,63336.7706698109
4123,180800030403,McCoy Flat Reservoir-Susan River,0,0,0,0,0,90474047.8984375,59100.8702603103
4124,180200021903,Muck Valley-Pit River,0,0,0,0,0,113220524.113281,62778.9436815968
4125,180200030106,Little Davis Creek-Horse Creek,0,0,0,0,0,214760954.871094,132363.231018297
4126,180200030102,Coyote Reservoir,0,0,0,0,0,144097096.992188,66770.5837560396
4127,180200021206,Lower Roberts Reservoir-Pit River,1,0.056604,1,0,0,224919345.738281,85202.5325618956
4128,180200021702,Hot Springs Slough,0,0,0,0,0,66577047.3828125,36796.6052474039
4129,180102041102,Whitney Reservoir,0,0,0,0,0,81893369.7851562,48318.2424872425
4130,180102040109,Steele Swamp,1,0.113208,2,0,0,119323167.804688,65615.5201702714
4131,180102040403,East Branch Lost River,1,0.113208,2,0,0,27532419.8828125,32838.1452731147
4132,180600050401,Santa Rita Creek,4,0.358491,1,2,1,79991184.0546875,59978.8864933301
4133,180600051101,Pancho Rico Creek,1,0.075472,0,1,0,240668957.792969,123119.363174446
4134,180400140303,San Carlos Creek,4,0.377359,0,1,2,91350016.6875,45451.2372470545
4135,180400140402,Escarpado Canyon-Panoche Creek,2,0.150943,0,0,1,55884980.4453125,74221.2951281685
4136,180300091003,Mowry Lake-Fresno Slough,4,0.301887,0,0,2,179262874.199219,117292.144778516
4137,180400012004,San Juan Drain,3,0.207547,1,0,1,73868497.8867188,70477.4580980442
4138,180400011605,Lower Mariposa Slough-Deadman Creek,4,0.377358,0,3,1,97677478.2890625,101598.12155845
4139,180400091305,Cashman Creek,1,0.075472,0,1,0,110646941.234375,52492.9294137227
4140,180400091303,Town of Warnerville,2,0.150943,0,2,0,79441627.7304688,48750.8297109478
4141,180400110304,South Gulch,3,0.207547,1,2,0,70793905.4492188,49820.1442859891
4142,180400510103,Hoods Creek,1,0.075472,0,1,0,116080924.324219,73665.7104200877
4143,180400110301,Bear Creek,0,0,0,0,0,116688684.824219,54737.5529463824
4144,180400100702,Rodden Creek-Stanislaus River,5,0.471698,3,2,1,100870421.125,57395.9666820845
4145,180400100607,Black Creek,1,0.075472,0,1,0,141867983.128906,69567.2327983462
4146,180400110302,New Hogan Reservoir-Calaveras River,1,0.056604,1,0,0,118742875.902344,64089.2326129859
4147,180400120602,Rancheria Creek,2,0.150943,0,0,1,119583983.695312,72129.0192279611
4148,180201290503,Dutch Creek,0,0,0,0,0,84799703.1679688,59924.513917006
4149,180201280501,Otter Creek,3,0.226415,0,1,1,77007859.5742188,49016.4139907534
4150,180201290403,One Eye Creek-Rock Creek,4,0.377358,0,3,1,149152897.742188,89215.9821730809
4151,180201220305,Cold Stream-Indian Creek,0,0,0,0,0,99398086.6289062,67538.6105940916
4152,180200021401,Spooner Trough Canyon-Ash Creek,0,0,0,0,0,117358083.410156,59039.3000452506
4153,180200021405,Ambrose Canyon-Ash Creek,0,0,0,0,0,143543690.242188,70320.9594027387
4154,180200020802,Donovan Reservoir,0,0,0,0,0,166220131.875,63534.6540267681
4155,180200021003,Lower Clover Swale Creek,1,0.056604,1,0,0,151724156.027344,83832.4396921408
4156,180200020703,Big Sage Reservoir,0,0,0,0,0,202506389.820312,84650.2388988763
4157,180102040104,Tephone flat Reservoir,1,0.056604,1,0,0,101785217.425781,52744.4413781701
4158,180102040102,Upper Fletcher Creek,1,0.056604,1,0,0,287072398.234375,93999.0221262693
4159,180102040201,Weed Valley-North Fork Willow Creek,1,0.056604,1,0,0,99449727.5273438,50847.9928516238
4160,180200010402,Dry Creek,0,0,0,0,0,38049229.40625,40480.357581513
4161,180600090201,Shuman Canyon,5,0.415094,2,2,1,85101817.9609375,50725.8709137061
4162,180600080501,Upper Orcutt Creek,4,0.377358,0,3,1,96718377.953125,62466.3110241619
4163,180600100604,Canada De La Vina-Santa Ynez River,3,0.207547,1,2,0,89468425.140625,56448.4710119876
4164,180600080403,Cat Canyon,1,0.075472,0,1,0,70392098.3046875,56511.1094056594
4165,180600060704,Oso Flaco Creek,4,0.301887,0,2,1,75575409.3359375,52419.530763893
4166,180600070505,Lower Huasna River,1,0.075472,0,1,0,94197999.765625,74137.0355226883
4167,180600070502,Upper Huasna River,1,0.075472,0,1,0,138004292.9375,84610.6921309261
4168,180600070605,Twitchell Reservoir-Cuyama River,4,0.377359,0,1,2,163710013.914062,90571.9727260993
4169,180600040105,Navajo Creek,2,0.150943,0,0,1,145119382.511719,77234.0678893981
4170,180600040404,Mason Canyon,0,0,0,0,0,63926676.53125,55511.9361093528
4171,180600040403,Shimmin Canyon,0,0,0,0,0,85931391.609375,55550.7051282781
4172,180300120402,Middle Jacalitos Creek,1,0.075472,0,1,0,68468242.2382812,52562.7103756464
4173,180300090605,Lower Cantua Creek,4,0.377359,0,1,2,111238219.941406,80098.150289543
4174,180300090908,180300090908-Fresno Slough,4,0.377359,0,1,2,175980435.96875,100680.449492397
4175,180400010805,Columbia Well,0,0,0,0,0,165553850.546875,86535.5659980821
4176,180400011102,Lower Burns Creek,1,0.075472,0,1,0,170694766.136719,80338.7925765111
4177,180400091304,Rydberg Creek-Dry Creek,2,0.150943,0,2,0,137885501.921875,78559.2374141113
4178,180400100603,Coyote Creek,2,0.150943,0,2,0,83117758.53125,60272.2787907351
4179,180201290303,Alder Creek,2,0.150943,0,2,0,99853281.6015625,57063.0265072016
4180,180400130401,Cat Creek-Middle Fork Cosumnes River,2,0.150943,0,2,0,178470129.691406,64197.3709440829
4181,180201280206,Deer Creek-Rubicon River,0,0,0,0,0,88918968.6015625,43454.5313926117
4182,180201290203,Union Valley Reservoir-Silver Creek,1,0.075472,0,1,0,137147067.679688,89951.3098010965
4183,180201280203,Hell Hole Reservoir-Rubicon River,2,0.150943,0,2,0,159531749.816406,89328.4886681336
4184,180201290204,South Fork Silver Creek,2,0.150943,0,2,0,193504000.0625,98186.4942702637
4185,180201250602,Rattlesnake Creek-South Yuba River,4,0.301887,0,2,1,254601533.6875,108169.828158917
4186,160501020101,Webber Lake-Little Truckee River,2,0.188679,2,1,0,107200616.886719,49674.2369256379
4187,180201220101,Dixie Creek,0,0,0,0,0,136676460.761719,65290.8540332587
4188,180800020205,Ducasse Reservoir,0,0,0,0,0,223151246.21875,84266.6951797794
4189,180800020207,Van Loan Creek,0,0,0,0,0,91866865.3789062,52741.1653932294
4190,180200020305,Montgomery Canyon-South Fork Pit River,2,0.132075,1,1,0,128201686.675781,69540.294529627
4191,180200020103,Coyote Creek-South Fork Pit River,2,0.132075,1,1,0,126733013.390625,76152.1646859222
4192,180200020404,Jim Creek,0,0,0,0,0,112257814.351562,69561.7855513043
4193,180200010403,Corral Creek-Frontal Goose Lake,3,0.226415,4,0,0,90045633.8945312,43174.4211494766
4194,180200020601,Linnville Creek-North Fork Pit River,0,0,0,0,0,219432624.402344,84295.7382278197
4195,180200010305,Lassen Creek-Frontal Goose Lake,3,0.226415,4,0,0,114879420.175781,73796.915993195
4196,180200010302,Kelley Creek-Frontal Goose Lake,0,0,0,0,0,513317.74609375,4539.6317784393
4197,180600140103,Santa Rosa Island-Frontal Pacific Ocean,0,0,0,0,0,108955787.484375,100702.732565853
4198,180600130103,Canada De La Gaviota,5,0.490566,2,1,2,77038944.9804688,46599.5840199858
4199,180600080401,Asphaltum Creek,4,0.301887,0,2,1,78211288.1367188,58688.8277411388
4200,180600100601,Zaca Creek,3,0.283019,1,1,1,154079072.375,102444.670525824
4201,180600080302,Horse Canyon,3,0.283019,1,1,1,84468487.6484375,46074.9405010591
4202,180300121303,Yeguas Creek-Bitterwater Creek,2,0.150943,0,2,0,168647546.769531,144841.599225906
4203,180300120702,Town of Huron-Kings River,2,0.150943,0,0,1,206227049.425781,122220.047411816
4204,180300090702,Town of Rolinda-James Bypass,0,0,0,0,0,220391047.1875,100094.820324551
4205,180300090703,Kennedy Owens Canal-James Bypass,0,0,0,0,0,240555268.269531,113915.78228422
4206,180400011601,Flat Top Mountain-Deadman Creek,1,0.075472,0,1,0,156589452.035156,108403.388071024
4207,180400120103,Summit City Creek,5,0.433962,1,3,1,90251374.4921875,51961.2724850784
4208,180800031201,Headwaters Long Valley Creek,0,0,0,0,0,149552684.570312,59981.6297696853
4209,160501020504,Bull Ranch Creek-Truckee River,0,0,0,0,0,43983990.9609375,30316.2363228995
4210,180201230305,Correco Canyon,0,0,0,0,0,74055952.6601562,44084.1483265908
4211,180201230101,Lookout Creek-Little Last Chance Creek,2,0.150943,0,2,0,162617366.40625,71680.8242391458
4212,180800031204,Zamboni Hot Springs-Long Valley Creek,0,0,0,0,0,222211289.949219,93306.8870617684
4213,180800031203,Roberts Canyon-Long Valley Creek,0,0,0,0,0,175076481.851562,66526.3502325791
4214,160402030904,Rush Creek,0,0,0,0,0,192470895.488281,66974.0683509947
4215,180800031401,Upper Skedaddle Creek,0,0,0,0,0,96984468.4375,63092.5443719073
4216,180800020101,Painters Flat,0,0,0,0,0,131025981.132812,65296.1437688426
4217,180800010302,Eagleville Airport-Frontal Lower Alkali Lake,0,0,0,0,0,46067528.6054688,32666.1887485006
