"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US06069","San Benito County, California","20188","199","2.5","0.8","2.9","0.9","2.7","0.7","3.8","1.2","6.9","1.4","13.0","2.0","14.0","2.1","21.2","2.5","13.3","2.0","19.8","1.8","108289","4359","138189","5307","34.5","(X)","(X)","(X)","(X)","(X)","15823","436","1.8","0.7","1.1","0.5","2.4","0.9","3.6","1.4","7.7","1.8","10.7","1.9","14.2","2.2","21.6","2.7","15.4","2.3","21.5","2.0","118578","5897","146864","5929","(X)","(X)","35.5","(X)","(X)","(X)","11637","580","0.7","0.4","0.5","0.4","2.0","0.9","1.9","1.0","4.0","1.3","8.1","1.8","13.5","2.4","23.3","3.4","18.9","2.8","27.0","2.7","142787","5354","166981","7108","(X)","(X)","(X)","(X)","(X)","(X)","4365","411","6.1","2.4","9.8","3.6","6.4","2.3","7.2","2.5","7.9","2.8","19.7","5.4","14.3","4.4","14.5","3.6","4.5","2.1","9.7","2.9","63417","7697","86929","8563","(X)","(X)","(X)","(X)","27.3","(X)",
"0500000US06071","San Bernardino County, California","668004","1889","4.2","0.2","3.2","0.2","5.8","0.3","6.6","0.3","10.2","0.3","15.7","0.4","13.6","0.4","19.4","0.5","10.6","0.3","10.8","0.3","82184","950","105546","1098","42.0","(X)","(X)","(X)","(X)","(X)","508474","3491","3.5","0.2","1.9","0.2","4.6","0.3","5.8","0.3","9.6","0.4","15.8","0.5","14.3","0.4","20.8","0.5","11.6","0.4","12.2","0.3","89923","994","113303","1386","(X)","(X)","43.6","(X)","(X)","(X)","342568","3101","1.5","0.2","1.0","0.1","3.1","0.3","3.9","0.3","7.8","0.5","14.4","0.6","14.2","0.5","23.5","0.6","14.5","0.5","16.2","0.5","107870","1382","132246","2150","(X)","(X)","(X)","(X)","(X)","(X)","159530","3274","9.0","0.7","8.1","0.6","11.1","0.7","10.3","0.7","12.8","0.8","15.9","0.9","11.0","0.7","12.8","0.7","4.8","0.6","4.1","0.5","48121","1637","68167","1870","(X)","(X)","(X)","(X)","33.7","(X)",
"0500000US06073","San Diego County, California","1159822","3036","3.9","0.2","2.4","0.1","4.7","0.2","5.0","0.2","7.8","0.2","13.1","0.3","12.1","0.2","19.1","0.3","12.3","0.3","19.6","0.3","102285","899","136236","1027","38.5","(X)","(X)","(X)","(X)","(X)","769188","4717","2.5","0.1","1.2","0.1","3.2","0.2","3.9","0.2","6.9","0.3","12.4","0.3","11.9","0.3","19.9","0.3","14.0","0.3","24.0","0.4","118115","964","154118","1226","(X)","(X)","39.8","(X)","(X)","(X)","578031","5441","1.2","0.1","0.6","0.1","2.3","0.2","2.7","0.2","5.4","0.3","10.4","0.3","11.4","0.3","20.7","0.4","16.0","0.4","29.4","0.5","137907","1131","174636","1423","(X)","(X)","(X)","(X)","(X)","(X)","390634","3893","7.7","0.4","4.9","0.3","8.2","0.4","7.7","0.4","10.1","0.4","15.0","0.6","12.6","0.5","16.7","0.6","8.1","0.4","9.0","0.4","69026","1278","92867","1573","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US06075","San Francisco County, California","362650","1987","4.2","0.3","4.3","0.3","4.8","0.3","3.9","0.3","5.2","0.4","8.1","0.3","8.4","0.3","13.4","0.5","11.6","0.4","36.1","0.6","141446","2576","204625","3235","34.8","(X)","(X)","(X)","(X)","(X)","169671","2262","2.0","0.3","1.6","0.3","3.7","0.4","3.4","0.3","4.8","0.5","7.6","0.4","8.6","0.5","14.0","0.7","12.1","0.6","42.3","0.9","165603","4284","241998","4579","(X)","(X)","38.8","(X)","(X)","(X)","128875","2027","1.1","0.2","0.9","0.2","3.2","0.4","2.4","0.4","3.6","0.5","6.1","0.5","7.3","0.6","12.8","0.7","12.4","0.7","50.3","1.1","201057","3956","279452","5756","(X)","(X)","(X)","(X)","(X)","(X)","192979","2405","6.4","0.5","6.8","0.5","6.0","0.5","4.5","0.4","5.7","0.5","8.7","0.6","8.5","0.5","13.2","0.8","11.0","0.5","29.3","0.8","112747","3706","165742","3743","(X)","(X)","(X)","(X)","30.3","(X)",
"0500000US06077","San Joaquin County, California","241373","1040","4.4","0.3","2.8","0.2","5.3","0.4","5.8","0.4","9.0","0.4","14.9","0.6","13.4","0.7","19.3","0.8","11.6","0.6","13.4","0.6","88531","1554","114559","1815","43.1","(X)","(X)","(X)","(X)","(X)","180811","1912","3.4","0.3","1.4","0.2","4.0","0.4","5.0","0.4","8.6","0.6","14.7","0.7","13.3","0.8","20.7","0.9","13.2","0.8","15.6","0.7","98914","2377","124987","2306","(X)","(X)","44.5","(X)","(X)","(X)","125660","2216","1.7","0.3","0.7","0.2","2.6","0.4","3.3","0.4","6.9","0.7","12.5","0.8","13.4","1.0","23.0","1.1","15.7","1.0","20.2","1.0","118943","2322","143932","3011","(X)","(X)","(X)","(X)","(X)","(X)","60562","1763","10.1","0.9","7.5","0.9","10.9","0.9","9.2","0.9","11.5","1.0","16.9","1.2","12.5","1.1","12.4","1.3","4.8","0.7","4.3","0.7","51100","2374","69799","2693","(X)","(X)","(X)","(X)","35.0","(X)",
"0500000US06079","San Luis Obispo County, California","108897","962","4.1","0.5","2.7","0.4","5.7","0.6","5.5","0.6","9.2","0.7","13.8","0.9","12.0","0.9","19.4","0.9","11.6","0.6","16.0","0.9","93398","2535","126122","5158","35.9","(X)","(X)","(X)","(X)","(X)","68050","1178","2.2","0.4","1.5","0.5","2.7","0.5","3.8","0.7","6.8","0.9","12.0","1.0","12.6","1.1","22.6","1.0","15.1","0.9","20.8","1.3","116900","3019","151837","7857","(X)","(X)","36.3","(X)","(X)","(X)","53761","1260","1.0","0.3","0.8","0.3","1.9","0.5","2.7","0.6","5.7","0.9","10.8","1.0","11.8","1.2","23.9","1.2","16.5","1.2","24.9","1.3","130074","4715","168835","9577","(X)","(X)","(X)","(X)","(X)","(X)","40847","1339","8.4","1.2","5.5","1.0","11.2","1.4","9.1","1.2","13.3","1.4","16.5","1.5","11.6","1.5","12.9","1.5","5.2","0.9","6.2","1.0","53629","2795","77230","3293","(X)","(X)","(X)","(X)","33.8","(X)",
"0500000US06081","San Mateo County, California","264424","1312","2.6","0.2","1.6","0.2","2.9","0.3","3.1","0.2","5.6","0.4","8.9","0.5","8.4","0.5","15.4","0.5","12.5","0.5","39.0","0.7","156000","3019","226660","3629","34.6","(X)","(X)","(X)","(X)","(X)","180316","1833","1.5","0.2","0.7","0.2","1.9","0.3","2.3","0.3","4.6","0.4","7.5","0.6","7.9","0.6","14.5","0.6","12.8","0.6","46.4","0.8","184583","3437","260921","4420","(X)","(X)","37.2","(X)","(X)","(X)","142836","2011","1.0","0.2","0.4","0.2","1.3","0.3","1.4","0.3","3.3","0.4","6.2","0.6","6.9","0.5","13.1","0.7","12.7","0.7","53.6","0.9","214252","3666","293910","5221","(X)","(X)","(X)","(X)","(X)","(X)","84108","1881","5.5","0.6","3.7","0.5","5.5","0.6","5.5","0.6","8.5","0.8","12.5","0.8","10.1","0.8","17.0","0.9","10.9","0.9","20.7","1.0","96648","2732","141308","5908","(X)","(X)","(X)","(X)","27.2","(X)",
"0500000US06083","Santa Barbara County, California","148960","803","4.5","0.4","3.0","0.4","4.8","0.4","5.1","0.5","9.0","0.6","13.6","0.7","11.8","0.7","18.1","0.8","11.4","0.7","18.7","0.7","95977","1875","137063","2420","39.4","(X)","(X)","(X)","(X)","(X)","96612","1354","2.3","0.3","1.3","0.4","3.4","0.5","4.3","0.5","8.3","0.8","13.7","1.0","12.4","0.9","19.4","1.0","12.5","0.9","22.6","1.0","108953","2141","156059","3400","(X)","(X)","39.6","(X)","(X)","(X)","70044","1468","1.1","0.3","0.6","0.2","1.5","0.3","2.6","0.5","6.3","0.8","11.8","0.9","12.1","1.0","20.6","1.2","14.7","1.2","28.6","1.2","132002","3127","182644","4451","(X)","(X)","(X)","(X)","(X)","(X)","52348","1290","9.6","1.0","6.3","0.9","9.4","0.9","7.9","0.9","10.5","1.0","14.7","1.3","10.1","1.2","13.9","1.1","7.4","0.8","10.1","1.1","61233","2769","91550","3955","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US06085","Santa Clara County, California","654467","1701","2.8","0.2","1.7","0.1","3.1","0.2","3.1","0.2","4.7","0.2","8.3","0.3","8.4","0.3","15.3","0.4","12.6","0.3","40.0","0.5","159674","1962","219664","2042","32.4","(X)","(X)","(X)","(X)","(X)","458435","3035","1.6","0.2","0.8","0.1","2.2","0.2","2.3","0.2","4.1","0.3","7.5","0.3","8.0","0.3","15.0","0.4","12.9","0.4","45.5","0.6","182053","1829","245820","2515","(X)","(X)","33.5","(X)","(X)","(X)","358641","3361","1.0","0.1","0.6","0.1","1.7","0.2","1.4","0.1","2.8","0.2","5.6","0.3","6.4","0.3","13.9","0.4","13.2","0.4","53.3","0.6","213317","2311","278532","3095","(X)","(X)","(X)","(X)","(X)","(X)","196032","2751","6.4","0.4","4.2","0.4","5.4","0.4","5.3","0.5","7.0","0.4","11.0","0.6","9.5","0.6","15.9","0.7","11.0","0.7","24.2","0.8","102293","2244","146810","2578","(X)","(X)","(X)","(X)","27.7","(X)",
"0500000US06087","Santa Cruz County, California","96873","848","3.7","0.5","2.7","0.5","5.1","0.7","4.8","0.6","7.5","0.9","11.2","1.0","11.5","1.0","17.1","1.0","12.6","0.9","23.7","1.0","109266","2959","153085","4113","36.6","(X)","(X)","(X)","(X)","(X)","61150","1022","1.7","0.5","0.9","0.4","3.9","0.9","3.4","0.6","5.9","0.8","9.8","1.1","11.9","1.3","18.7","1.1","14.4","1.1","29.5","1.4","131966","4970","177238","5565","(X)","(X)","37.2","(X)","(X)","(X)","46439","1079","1.1","0.5","0.5","0.3","2.2","0.7","2.1","0.5","4.4","0.7","7.9","1.1","10.4","1.3","19.1","1.2","16.4","1.4","35.7","1.6","156806","4269","201493","7105","(X)","(X)","(X)","(X)","(X)","(X)","35723","1146","7.6","1.2","6.3","1.1","7.8","1.1","7.9","1.0","11.2","1.7","14.3","1.6","11.7","1.5","13.1","1.4","8.6","1.3","11.5","1.3","66873","4806","100915","4990","(X)","(X)","(X)","(X)","33.2","(X)",
"0500000US06089","Shasta County, California","71473","636","5.0","0.7","4.1","0.6","7.8","0.6","7.9","0.9","10.6","0.8","16.4","1.2","13.5","0.9","16.8","1.1","8.2","0.7","9.7","0.8","71931","2596","96355","2906","40.6","(X)","(X)","(X)","(X)","(X)","44691","997","2.8","0.6","1.8","0.4","4.3","0.8","6.8","1.2","9.1","0.9","15.9","1.5","15.0","1.4","20.7","1.5","10.5","1.0","13.0","1.2","91000","3306","114939","4342","(X)","(X)","41.6","(X)","(X)","(X)","32987","1133","0.9","0.3","0.9","0.3","3.2","0.8","4.4","1.0","7.3","0.8","14.7","1.6","15.5","1.5","24.3","1.9","12.3","1.3","16.5","1.5","104648","3639","131244","5317","(X)","(X)","(X)","(X)","(X)","(X)","26782","1107","9.4","1.5","8.6","1.4","13.8","1.5","11.4","1.7","14.2","1.6","17.1","1.6","10.9","1.5","7.7","1.3","3.8","0.8","3.0","0.8","41475","1727","58829","2740","(X)","(X)","(X)","(X)","37.1","(X)",
"0500000US06091","Sierra County, California","1206","166","2.7","2.6","5.8","5.6","16.3","8.3","5.4","3.9","11.9","6.4","20.6","8.5","11.1","7.1","10.0","6.3","4.3","3.1","11.9","7.4","60000","17579","89329","20679","65.6","(X)","(X)","(X)","(X)","(X)","724","129","0.0","5.7","6.5","7.9","4.0","3.9","3.5","4.9","14.2","9.8","23.2","11.5","10.6","9.1","11.9","9.0","7.2","5.0","18.9","11.3","73529","30150","109650","26226","(X)","(X)","73.6","(X)","(X)","(X)","660","131","0.0","6.2","7.1","8.9","1.5","2.3","3.8","5.4","12.3","9.6","22.0","12.8","11.7","9.9","13.0","10.0","7.9","5.5","20.8","11.9","90694","38981","N","N","(X)","(X)","(X)","(X)","(X)","(X)","482","152","6.6","6.7","4.8","6.5","34.6","18.8","8.3","8.1","12.9","8.6","16.8","18.0","7.3","7.0","7.3","8.6","0.0","8.4","1.5","2.3","28750","23272","56371","29690","(X)","(X)","(X)","(X)","53.5","(X)",
"0500000US06093","Siskiyou County, California","18907","351","6.7","1.2","5.7","1.2","10.1","1.4","10.0","1.5","12.9","1.4","17.4","1.9","11.5","1.2","14.2","1.4","7.0","1.3","4.6","0.9","55499","2854","76699","3972","41.3","(X)","(X)","(X)","(X)","(X)","11197","487","4.0","0.9","1.6","0.6","6.3","1.3","7.8","1.5","11.7","2.1","20.8","2.8","15.1","2.1","17.7","2.0","8.9","1.8","6.2","1.3","71583","3354","93550","5219","(X)","(X)","41.5","(X)","(X)","(X)","8251","517","2.5","0.7","0.7","0.4","3.6","1.1","5.5","1.4","10.2","1.9","21.0","3.3","16.3","2.7","21.5","2.6","11.2","2.2","7.4","1.7","81961","4801","104573","5573","(X)","(X)","(X)","(X)","(X)","(X)","7710","461","10.8","2.8","12.1","2.7","16.6","2.7","13.8","2.9","14.1","2.2","13.8","2.9","6.5","1.3","7.3","1.6","3.2","1.2","1.8","1.1","31903","2329","48144","4165","(X)","(X)","(X)","(X)","39.1","(X)",
"0500000US06095","Solano County, California","155800","804","4.2","0.4","2.4","0.4","3.7","0.3","4.8","0.5","7.8","0.6","13.5","0.8","13.6","0.7","20.9","0.8","12.7","0.7","16.4","0.7","99994","2122","124288","2126","38.6","(X)","(X)","(X)","(X)","(X)","109724","1333","2.7","0.4","1.1","0.3","2.7","0.3","3.9","0.6","6.7","0.7","12.2","0.8","13.6","0.8","22.8","0.9","14.3","0.8","19.9","0.9","113873","2621","137909","2569","(X)","(X)","40.8","(X)","(X)","(X)","77515","1580","1.3","0.4","0.5","0.2","1.6","0.3","2.3","0.5","5.3","0.6","9.9","0.9","13.0","0.9","23.7","1.1","17.1","1.0","25.2","1.3","132818","2671","156999","3054","(X)","(X)","(X)","(X)","(X)","(X)","46076","1386","8.9","1.0","5.7","1.0","6.8","0.8","7.8","1.0","11.5","1.1","17.5","1.5","13.2","1.4","16.6","1.4","7.0","1.1","5.0","0.7","62930","3124","80164","2979","(X)","(X)","(X)","(X)","31.3","(X)",
"0500000US06097","Sonoma County, California","190498","860","3.5","0.4","2.4","0.3","4.1","0.4","4.7","0.4","7.8","0.5","13.4","0.6","12.7","0.6","19.3","0.7","13.2","0.6","19.0","0.6","102840","2032","138572","2856","33.9","(X)","(X)","(X)","(X)","(X)","120314","1461","1.8","0.3","1.2","0.3","1.9","0.3","3.3","0.5","6.1","0.6","11.9","0.7","12.9","0.7","20.9","0.9","16.7","0.8","23.4","0.9","124032","2687","160331","3537","(X)","(X)","36.0","(X)","(X)","(X)","91066","1619","0.9","0.2","0.7","0.3","1.2","0.3","1.9","0.3","4.5","0.6","9.9","0.8","12.0","0.8","21.9","1.0","18.4","1.0","28.7","1.0","143830","3523","179875","4204","(X)","(X)","(X)","(X)","(X)","(X)","70184","1472","7.4","0.8","4.7","0.7","8.3","0.9","7.8","0.8","10.9","0.9","16.9","1.2","12.4","1.0","15.8","1.2","6.8","0.6","9.0","1.0","66195","1952","93580","4466","(X)","(X)","(X)","(X)","28.8","(X)",
"0500000US06099","Stanislaus County, California","176457","786","4.2","0.4","3.4","0.5","5.9","0.5","6.6","0.5","10.5","0.8","16.4","0.8","14.1","0.6","19.4","0.8","9.3","0.6","10.2","0.6","79661","1906","102442","1825","44.3","(X)","(X)","(X)","(X)","(X)","130548","1522","3.6","0.4","2.0","0.3","4.4","0.5","5.4","0.6","10.1","0.9","16.4","0.8","14.2","0.8","21.6","1.0","10.4","0.8","11.9","0.8","89051","2386","111532","2293","(X)","(X)","46.0","(X)","(X)","(X)","90080","2084","1.7","0.3","1.3","0.3","2.6","0.4","3.9","0.6","8.3","0.9","15.1","1.0","14.4","0.8","24.5","1.2","12.7","0.9","15.7","1.1","104369","2048","127971","2664","(X)","(X)","(X)","(X)","(X)","(X)","45909","1606","8.7","1.0","8.2","1.3","10.9","1.2","10.4","1.2","12.7","1.5","17.7","1.5","12.0","1.3","11.1","1.2","4.6","0.8","3.7","0.6","49008","2278","66977","2783","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US06101","Sutter County, California","33240","304","3.7","0.8","4.4","0.8","6.2","1.1","6.0","1.0","11.7","1.4","17.5","1.8","13.0","1.2","17.5","1.8","8.5","1.2","11.3","1.3","75450","3741","101655","4308","41.6","(X)","(X)","(X)","(X)","(X)","23730","794","3.2","1.0","2.6","0.9","4.9","1.4","4.8","1.3","9.5","1.5","18.0","2.2","14.3","1.5","19.1","2.1","10.6","1.6","13.0","1.6","88263","4252","112662","5112","(X)","(X)","41.9","(X)","(X)","(X)","16491","875","1.8","0.8","1.2","0.6","3.8","1.6","4.0","1.5","7.2","1.7","15.7","2.3","15.1","2.1","21.5","2.7","12.9","2.2","16.7","2.1","101331","5065","128814","6570","(X)","(X)","(X)","(X)","(X)","(X)","9510","733","6.6","2.2","9.3","2.5","11.1","2.2","11.2","2.3","16.8","3.1","17.5","3.2","10.0","2.2","11.0","2.8","2.4","1.1","4.2","1.5","46136","1885","64340","6114","(X)","(X)","(X)","(X)","37.9","(X)",
"0500000US06103","Tehama County, California","24526","462","5.2","1.1","5.2","1.3","7.0","1.2","9.2","1.4","14.4","1.9","17.5","2.3","12.8","1.7","15.5","2.0","6.5","1.3","6.6","1.4","61834","3283","92809","14832","37.1","(X)","(X)","(X)","(X)","(X)","16983","644","4.0","1.4","2.2","0.9","3.1","1.0","7.2","1.6","13.9","2.2","18.2","2.5","14.9","2.3","19.8","2.6","8.5","1.8","8.3","1.7","77022","4836","111108","21149","(X)","(X)","36.4","(X)","(X)","(X)","12150","708","0.9","0.6","1.1","0.7","1.8","0.7","4.8","1.7","12.6","2.8","17.6","2.8","15.8","2.4","23.4","3.1","11.1","2.3","10.9","2.2","92756","4778","131154","28691","(X)","(X)","(X)","(X)","(X)","(X)","7543","634","12.2","2.9","11.7","3.3","16.2","3.0","13.9","3.0","15.5","3.8","15.4","4.2","7.0","2.2","4.6","2.8","1.4","0.7","2.2","2.1","31407","3895","45174","5996","(X)","(X)","(X)","(X)","34.0","(X)",
"0500000US06105","Trinity County, California","5373","256","9.0","3.5","2.7","1.5","11.1","3.9","10.2","3.5","14.0","4.1","15.3","4.5","14.7","4.9","9.4","3.4","4.9","2.4","8.8","3.4","53498","7852","80934","10072","43.3","(X)","(X)","(X)","(X)","(X)","2647","278","1.2","1.4","0.3","0.4","11.7","6.6","6.8","4.2","12.7","4.7","19.8","7.0","12.0","5.4","15.9","6.6","6.2","2.9","13.3","6.5","73582","14785","106436","20706","(X)","(X)","47.3","(X)","(X)","(X)","2169","267","1.1","1.6","0.0","0.1","11.4","7.7","2.5","1.6","12.1","5.1","18.3","7.3","11.9","5.5","18.8","7.9","7.5","3.6","16.2","7.9","84282","19623","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2726","337","16.5","6.5","5.1","2.7","11.3","5.0","15.2","5.8","14.5","6.4","9.8","5.1","16.5","8.3","6.2","3.4","0.7","0.7","4.2","3.3","36081","6981","53912","9222","(X)","(X)","(X)","(X)","39.5","(X)",
"0500000US06107","Tulare County, California","142026","763","4.8","0.5","3.4","0.4","6.8","0.6","8.1","0.6","12.9","0.9","18.2","0.9","13.9","0.8","16.4","1.1","8.1","0.6","7.6","0.6","69489","1785","90157","2118","47.8","(X)","(X)","(X)","(X)","(X)","112865","1405","4.3","0.5","2.5","0.4","5.8","0.6","8.2","0.8","13.3","1.1","18.8","1.2","13.9","0.9","16.4","1.2","8.4","0.6","8.5","0.8","71096","1641","93795","2513","(X)","(X)","49.7","(X)","(X)","(X)","73681","1633","1.8","0.5","1.6","0.4","4.5","0.7","6.3","1.0","10.2","1.0","18.1","1.2","15.3","1.0","19.0","1.5","11.0","0.8","12.2","1.1","86828","2595","111664","3434","(X)","(X)","(X)","(X)","(X)","(X)","29161","1404","10.6","1.3","8.1","1.5","12.5","1.7","10.3","1.4","12.4","1.7","16.0","2.0","11.4","2.1","11.4","1.7","4.5","1.2","2.8","0.7","43116","5073","62629","3505","(X)","(X)","(X)","(X)","37.1","(X)",
"0500000US06109","Tuolumne County, California","22809","548","3.1","0.8","5.1","1.1","7.0","1.5","6.6","1.4","11.4","2.1","17.9","2.0","12.3","1.9","19.5","2.2","7.6","1.5","9.7","1.3","72259","5678","97299","4494","36.2","(X)","(X)","(X)","(X)","(X)","13498","695","2.4","1.0","2.4","1.1","2.9","1.0","3.2","1.2","10.2","2.6","16.4","2.3","16.0","2.9","22.6","3.0","11.2","2.2","12.7","2.1","94005","6303","116291","6907","(X)","(X)","39.1","(X)","(X)","(X)","10301","641","1.2","0.6","1.2","1.1","1.8","0.8","1.9","0.8","9.0","2.6","16.1","2.5","16.9","3.4","25.2","3.5","12.4","2.8","14.2","2.5","102651","6373","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9311","758","4.9","1.6","9.1","2.4","13.9","3.6","12.2","3.3","12.2","2.8","22.2","4.0","7.6","1.9","11.4","3.3","2.9","1.3","3.6","1.3","47445","5687","65348","6073","(X)","(X)","(X)","(X)","29.7","(X)",
"0500000US06111","Ventura County, California","278045","1081","3.4","0.3","1.9","0.2","3.8","0.3","4.6","0.3","8.3","0.4","12.3","0.5","12.4","0.5","19.4","0.5","13.1","0.4","20.9","0.6","107327","1391","141716","2014","41.5","(X)","(X)","(X)","(X)","(X)","199984","1672","2.1","0.3","1.0","0.2","2.6","0.3","3.7","0.4","7.2","0.5","11.5","0.6","12.0","0.6","20.3","0.6","15.3","0.6","24.3","0.7","122868","2265","158130","2689","(X)","(X)","41.7","(X)","(X)","(X)","150281","2119","1.0","0.2","0.5","0.2","1.6","0.2","2.5","0.4","5.2","0.5","10.2","0.6","11.3","0.7","21.2","0.7","17.0","0.7","29.3","0.8","139598","2740","177409","3446","(X)","(X)","(X)","(X)","(X)","(X)","78061","1737","7.9","1.0","4.7","0.6","8.1","0.8","7.7","0.8","11.8","0.8","14.4","0.9","13.6","1.1","16.1","1.1","7.4","0.7","8.3","0.8","65768","3989","88800","2639","(X)","(X)","(X)","(X)","37.8","(X)",
"0500000US06113","Yolo County, California","76640","527","7.2","0.8","3.6","0.5","4.9","0.7","6.6","0.8","7.2","0.7","14.2","0.9","10.8","0.9","17.6","1.2","10.7","0.7","17.1","0.9","88818","3641","122086","3039","34.8","(X)","(X)","(X)","(X)","(X)","47949","971","3.0","0.8","1.8","0.5","2.7","0.6","4.9","0.9","5.9","0.9","13.2","1.1","10.3","1.0","21.5","1.6","13.0","0.9","23.7","1.3","118018","3996","150542","4617","(X)","(X)","34.0","(X)","(X)","(X)","35757","1091","1.5","0.5","0.7","0.3","2.0","0.6","3.7","0.9","3.9","0.8","11.1","1.2","11.0","1.4","21.9","1.9","15.2","1.2","29.1","1.7","135372","4041","170153","5682","(X)","(X)","(X)","(X)","(X)","(X)","28691","991","15.0","1.8","7.4","1.4","8.6","1.6","10.2","1.8","11.4","1.6","15.4","1.6","10.3","1.4","11.1","1.6","6.1","1.1","4.4","0.8","47628","2610","67342","2957","(X)","(X)","(X)","(X)","34.2","(X)",
"0500000US06115","Yuba County, California","28063","356","6.1","1.3","3.8","1.0","8.0","1.2","6.6","1.2","9.2","1.3","17.0","1.7","14.3","1.8","18.7","1.9","8.6","1.2","7.7","1.2","73313","4341","93604","4527","40.4","(X)","(X)","(X)","(X)","(X)","19692","607","4.5","1.4","2.1","0.8","5.0","1.3","5.5","1.3","10.9","1.8","17.0","2.0","16.5","2.1","20.1","2.5","9.9","1.4","8.6","1.3","82918","4359","100681","4811","(X)","(X)","42.2","(X)","(X)","(X)","13386","726","1.7","0.9","0.2","0.2","3.9","1.0","3.9","1.3","10.3","2.1","15.3","2.4","16.7","2.7","23.9","3.2","12.8","1.9","11.4","1.9","97510","5446","117734","7072","(X)","(X)","(X)","(X)","(X)","(X)","8371","598","11.9","2.8","8.7","2.7","15.7","3.3","10.7","2.6","6.1","2.1","17.7","3.4","11.3","3.8","10.0","2.3","2.9","1.4","5.1","2.6","39693","12736","66740","9994","(X)","(X)","(X)","(X)","35.0","(X)",
